     SHIMADZU CORP.     
     TYPE MOC63u        
       SN D209413638    
       ID Z000          
     CODE 0041          
     DATE 23-03-07      
     TIME 09:25         
     PNO. 1             
     UNIT GRAM          
     MODE AUTO          
     TEMP 80C           
     STOP 0.01 %        

Wet W(g)     3.284      

 TIME       GRAM        
 00:04:00    3.220      
 00:04:01    3.220      
 00:04:02    3.220      
 00:04:03    3.220      
 00:04:04    3.220      
 00:04:05    3.220      
 00:04:06    3.220      
 00:04:07    3.219      
 00:04:08    3.219      
 00:04:09    3.219      
 00:04:10    3.219      
 00:04:11    3.219      
 00:04:12    3.219      
 00:04:13    3.219      
 00:04:14    3.219      
 00:04:15    3.219      
 00:04:16    3.219      
 00:04:17    3.218      
 00:04:18    3.218      
 00:04:19    3.218      
 00:04:20    3.218      
 00:04:21    3.218      
 00:04:22    3.218      
 00:04:23    3.218      
 00:04:24    3.218      
 00:04:25    3.217      
 00:04:26    3.217      
 00:04:27    3.217      
 00:04:28    3.217      
 00:04:29    3.217      
 00:04:30    3.217      
 00:04:31    3.217      
 00:04:32    3.217      
 00:04:33    3.216      
 00:04:34    3.216      
 00:04:35    3.216      
 00:04:36    3.216      
 00:04:37    3.216      
 00:04:38    3.216      
 00:04:39    3.216      
 00:04:40    3.216      
 00:04:41    3.215      
 00:04:42    3.215      
 00:04:43    3.215      
 00:04:44    3.215      
 00:04:45    3.215      
 00:04:46    3.215      
 00:04:47    3.215      
 00:04:48    3.215      
 00:04:49    3.215      
 00:04:50    3.215      
 00:04:51    3.215      
 00:04:52    3.214      
 00:04:53    3.214      
 00:04:54    3.214      
 00:04:55    3.214      
 00:04:56    3.214      
 00:04:57    3.214      
 00:04:58    3.214      
 00:04:59    3.214      
 00:05:00    3.213      
 00:05:01    3.213      
 00:05:02    3.213      
 00:05:03    3.213      
 00:05:04    3.213      
 00:05:05    3.213      
 00:05:06    3.213      
 00:05:07    3.213      
 00:05:08    3.212      
 00:05:09    3.212      
 00:05:10    3.212      
 00:05:11    3.212      
 00:05:12    3.212      
 00:05:13    3.212      
 00:05:14    3.212      
 00:05:15    3.211      
 00:05:16    3.211      
 00:05:17    3.211      
 00:05:18    3.211      
 00:05:19    3.211      
 00:05:20    3.211      
 00:05:21    3.211      
 00:05:22    3.211      
 00:05:23    3.211      
 00:05:24    3.210      
 00:05:25    3.210      
 00:05:26    3.210      
 00:05:27    3.210      
 00:05:28    3.210      
 00:05:29    3.210      
 00:05:30    3.210      
 00:05:31    3.210      
 00:05:32    3.210      
 00:05:33    3.209      
 00:05:34    3.209      
 00:05:35    3.209      
 00:05:36    3.209      
 00:05:37    3.209      
 00:05:38    3.209      
 00:05:39    3.209      
 00:05:40    3.209      
 00:05:41    3.209      
 00:05:42    3.208      
 00:05:43    3.208      
 00:05:44    3.208      
 00:05:45    3.208      
 00:05:46    3.208      
 00:05:47    3.208      
 00:05:48    3.208      
 00:05:49    3.208      
 00:05:50    3.207      
 00:05:51    3.207      
 00:05:52    3.207      
 00:05:53    3.207      
 00:05:54    3.207      
 00:05:55    3.207      
 00:05:56    3.207      
 00:05:57    3.207      
 00:05:58    3.207      
 00:05:59    3.207      
 00:06:00    3.207      
 00:06:01    3.206      
 00:06:02    3.206      
 00:06:03    3.206      
 00:06:04    3.206      
 00:06:05    3.206      
 00:06:06    3.206      
 00:06:07    3.206      
 00:06:08    3.205      
 00:06:09    3.205      
 00:06:10    3.205      
 00:06:11    3.205      
 00:06:12    3.205      
 00:06:13    3.205      
 00:06:14    3.205      
 00:06:15    3.204      
 00:06:16    3.204      
 00:06:17    3.204      
 00:06:18    3.204      
 00:06:19    3.204      
 00:06:20    3.204      
 00:06:21    3.204      
 00:06:22    3.204      
 00:06:23    3.204      
 00:06:24    3.204      
 00:06:25    3.203      
 00:06:26    3.203      
 00:06:27    3.203      
 00:06:28    3.203      
 00:06:29    3.203      
 00:06:30    3.203      
 00:06:31    3.203      
 00:06:32    3.203      
 00:06:33    3.202      
 00:06:34    3.202      
 00:06:35    3.202      
 00:06:36    3.202      
 00:06:37    3.202      
 00:06:38    3.202      
 00:06:39    3.202      
 00:06:40    3.202      
 00:06:41    3.202      
 00:06:42    3.202      
 00:06:43    3.202      
 00:06:44    3.201      
 00:06:45    3.201      
 00:06:46    3.201      
 00:06:47    3.201      
 00:06:48    3.201      
 00:06:49    3.201      
 00:06:50    3.201      
 00:06:51    3.200      
 00:06:52    3.200      
 00:06:53    3.200      
 00:06:54    3.200      
 00:06:55    3.200      
 00:06:56    3.200      
 00:06:57    3.200      
 00:06:58    3.200      
 00:06:59    3.200      
 00:07:00    3.200      
 00:07:01    3.199      
 00:07:02    3.199      
 00:07:03    3.199      
 00:07:04    3.199      
 00:07:05    3.199      
 00:07:06    3.199      
 00:07:07    3.199      
 00:07:08    3.199      
 00:07:09    3.198      
 00:07:10    3.198      
 00:07:11    3.198      
 00:07:12    3.198      
 00:07:13    3.198      
 00:07:14    3.198      
 00:07:15    3.198      
 00:07:16    3.198      
 00:07:17    3.198      
 00:07:18    3.198      
 00:07:19    3.198      
 00:07:20    3.198      
 00:07:21    3.197      
 00:07:22    3.197      
 00:07:23    3.197      
 00:07:24    3.197      
 00:07:25    3.197      
 00:07:26    3.197      
 00:07:27    3.197      
 00:07:28    3.196      
 00:07:29    3.196      
 00:07:30    3.196      
 00:07:31    3.196      
 00:07:32    3.196      
 00:07:33    3.196      
 00:07:34    3.196      
 00:07:35    3.196      
 00:07:36    3.196      
 00:07:37    3.195      
 00:07:38    3.195      
 00:07:39    3.195      
 00:07:40    3.195      
 00:07:41    3.195      
 00:07:42    3.195      
 00:07:43    3.195      
 00:07:44    3.195      
 00:07:45    3.195      
 00:07:46    3.195      
 00:07:47    3.194      
 00:07:48    3.194      
 00:07:49    3.194      
 00:07:50    3.194      
 00:07:51    3.194      
 00:07:52    3.194      
 00:07:53    3.194      
 00:07:54    3.194      
 00:07:55    3.194      
 00:07:56    3.194      
 00:07:57    3.194      
 00:07:58    3.193      
 00:07:59    3.193      
 00:08:00    3.193      
 00:08:01    3.193      
 00:08:02    3.193      
 00:08:03    3.193      
 00:08:04    3.193      
 00:08:05    3.193      
 00:08:06    3.193      
 00:08:07    3.193      
 00:08:08    3.192      
 00:08:09    3.192      
 00:08:10    3.192      
 00:08:11    3.192      
 00:08:12    3.192      
 00:08:13    3.192      
 00:08:14    3.192      
 00:08:15    3.192      
 00:08:16    3.191      
 00:08:17    3.191      
 00:08:18    3.191      
 00:08:19    3.191      
 00:08:20    3.191      
 00:08:21    3.191      
 00:08:22    3.191      
 00:08:23    3.191      
 00:08:24    3.191      
 00:08:25    3.191      
 00:08:26    3.191      
 00:08:27    3.191      
 00:08:28    3.190      
 00:08:29    3.190      
 00:08:30    3.190      
 00:08:31    3.190      
 00:08:32    3.190      
 00:08:33    3.190      
 00:08:34    3.190      
 00:08:35    3.190      
 00:08:36    3.189      
 00:08:37    3.189      
 00:08:38    3.189      
 00:08:39    3.189      
 00:08:40    3.189      
 00:08:41    3.189      
 00:08:42    3.189      
 00:08:43    3.189      
 00:08:44    3.189      
 00:08:45    3.189      
 00:08:46    3.189      
 00:08:47    3.189      
 00:08:48    3.189      
 00:08:49    3.188      
 00:08:50    3.188      
 00:08:51    3.188      
 00:08:52    3.188      
 00:08:53    3.188      
 00:08:54    3.188      
 00:08:55    3.188      
 00:08:56    3.188      
 00:08:57    3.187      
 00:08:58    3.187      
 00:08:59    3.187      
 00:09:00    3.187      
 00:09:01    3.187      
 00:09:02    3.187      
 00:09:03    3.187      
 00:09:04    3.187      
 00:09:05    3.187      
 00:09:06    3.187      
 00:09:07    3.187      
 00:09:08    3.187      
 00:09:09    3.186      
 00:09:10    3.186      
 00:09:11    3.186      
 00:09:12    3.186      
 00:09:13    3.186      
 00:09:14    3.186      
 00:09:15    3.186      
 00:09:16    3.186      
 00:09:17    3.186      
 00:09:18    3.186      
 00:09:19    3.185      
 00:09:20    3.185      
 00:09:21    3.185      
 00:09:22    3.185      
 00:09:23    3.185      
 00:09:24    3.185      
 00:09:25    3.185      
 00:09:26    3.185      
 00:09:27    3.184      
 00:09:28    3.184      
 00:09:29    3.184      
 00:09:30    3.184      
 00:09:31    3.184      
 00:09:32    3.184      
 00:09:33    3.184      
 00:09:34    3.184      
 00:09:35    3.184      
 00:09:36    3.184      
 00:09:37    3.184      
 00:09:38    3.184      
 00:09:39    3.184      
 00:09:40    3.184      
 00:09:41    3.183      
 00:09:42    3.183      
 00:09:43    3.183      
 00:09:44    3.183      
 00:09:45    3.183      
 00:09:46    3.183      
 00:09:47    3.183      
 00:09:48    3.183      
 00:09:49    3.183      
 00:09:50    3.183      
 00:09:51    3.182      
 00:09:52    3.182      
 00:09:53    3.182      
 00:09:54    3.182      
 00:09:55    3.182      
 00:09:56    3.182      
 00:09:57    3.182      
 00:09:58    3.182      
 00:09:59    3.182      
 00:10:00    3.182      
 00:10:01    3.181      
 00:10:02    3.181      
 00:10:03    3.181      
 00:10:04    3.181      
 00:10:05    3.181      
 00:10:06    3.181      
 00:10:07    3.181      
 00:10:08    3.181      
 00:10:09    3.181      
 00:10:10    3.181      
 00:10:11    3.181      
 00:10:12    3.181      
 00:10:13    3.181      
 00:10:14    3.181      
 00:10:15    3.180      
 00:10:16    3.180      
 00:10:17    3.180      
 00:10:18    3.180      
 00:10:19    3.180      
 00:10:20    3.180      
 00:10:21    3.180      
 00:10:22    3.180      
 00:10:23    3.180      
 00:10:24    3.180      
 00:10:25    3.180      
 00:10:26    3.180      
 00:10:27    3.180      
 00:10:28    3.179      
 00:10:29    3.179      
 00:10:30    3.179      
 00:10:31    3.179      
 00:10:32    3.179      
 00:10:33    3.179      
 00:10:34    3.179      
 00:10:35    3.179      
 00:10:36    3.179      
 00:10:37    3.179      
 00:10:38    3.178      
 00:10:39    3.178      
 00:10:40    3.178      
 00:10:41    3.178      
 00:10:42    3.178      
 00:10:43    3.178      
 00:10:44    3.178      
 00:10:45    3.178      
 00:10:46    3.178      
 00:10:47    3.178      
 00:10:48    3.178      
 00:10:49    3.178      
 00:10:50    3.178      
 00:10:51    3.178      
 00:10:52    3.178      
 00:10:53    3.177      
 00:10:54    3.177      
 00:10:55    3.177      
 00:10:56    3.177      
 00:10:57    3.177      
 00:10:58    3.177      
 00:10:59    3.177      
 00:11:00    3.177      
 00:11:01    3.177      
 00:11:02    3.177      
 00:11:03    3.177      
 00:11:04    3.177      
 00:11:05    3.177      
 00:11:06    3.176      
 00:11:07    3.176      
 00:11:08    3.176      
 00:11:09    3.176      
 00:11:10    3.176      
 00:11:11    3.176      
 00:11:12    3.176      
 00:11:13    3.176      
 00:11:14    3.176      
 00:11:15    3.176      
 00:11:16    3.176      
 00:11:17    3.175      
 00:11:18    3.175      
 00:11:19    3.175      
 00:11:20    3.175      
 00:11:21    3.175      
 00:11:22    3.175      
 00:11:23    3.175      
 00:11:24    3.175      
 00:11:25    3.175      
 00:11:26    3.175      
 00:11:27    3.175      
 00:11:28    3.175      
 00:11:29    3.175      
 00:11:30    3.174      
 00:11:31    3.174      
 00:11:32    3.174      
 00:11:33    3.174      
 00:11:34    3.174      
 00:11:35    3.174      
 00:11:36    3.174      
 00:11:37    3.174      
 00:11:38    3.174      
 00:11:39    3.174      
 00:11:40    3.174      
 00:11:41    3.174      
 00:11:42    3.174      
 00:11:43    3.174      
 00:11:44    3.174      
 00:11:45    3.174      
 00:11:46    3.173      
 00:11:47    3.173      
 00:11:48    3.173      
 00:11:49    3.173      
 00:11:50    3.173      
 00:11:51    3.173      
 00:11:52    3.173      
 00:11:53    3.173      
 00:11:54    3.173      
 00:11:55    3.173      
 00:11:56    3.173      
 00:11:57    3.173      
 00:11:58    3.173      
 00:11:59    3.173      
 00:12:00    3.173      
 00:12:01    3.173      
 00:12:02    3.172      
 00:12:03    3.172      
 00:12:04    3.172      
 00:12:05    3.172      
 00:12:06    3.172      
 00:12:07    3.172      
 00:12:08    3.172      
 00:12:09    3.172      
 00:12:10    3.172      
 00:12:11    3.172      
 00:12:12    3.172      
 00:12:13    3.172      
 00:12:14    3.172      
 00:12:15    3.171      
 00:12:16    3.171      
 00:12:17    3.171      
 00:12:18    3.171      
 00:12:19    3.171      
 00:12:20    3.171      
 00:12:21    3.171      
 00:12:22    3.171      
 00:12:23    3.171      
 00:12:24    3.171      
 00:12:25    3.171      
 00:12:26    3.171      
 00:12:27    3.171      
 00:12:28    3.171      
 00:12:29    3.171      
 00:12:30    3.170      
 00:12:31    3.170      
 00:12:32    3.170      
 00:12:33    3.170      
 00:12:34    3.170      
 00:12:35    3.170      
 00:12:36    3.170      
 00:12:37    3.170      
 00:12:38    3.170      
 00:12:39    3.170      
 00:12:40    3.170      
 00:12:41    3.170      
 00:12:42    3.170      
 00:12:43    3.170      
 00:12:44    3.169      
 00:12:45    3.169      
 00:12:46    3.169      
 00:12:47    3.169      
 00:12:48    3.169      
 00:12:49    3.169      
 00:12:50    3.169      
 00:12:51    3.169      
 00:12:52    3.169      
 00:12:53    3.169      
 00:12:54    3.169      
 00:12:55    3.169      
 00:12:56    3.169      
 00:12:57    3.169      
 00:12:58    3.169      
 00:12:59    3.169      
 00:13:00    3.168      
 00:13:01    3.168      
 00:13:02    3.168      
 00:13:03    3.168      
 00:13:04    3.168      
 00:13:05    3.168      
 00:13:06    3.168      
 00:13:07    3.168      
 00:13:08    3.168      
 00:13:09    3.168      
 00:13:10    3.168      
 00:13:11    3.168      
 00:13:12    3.168      
 00:13:13    3.168      
 00:13:14    3.168      
 00:13:15    3.168      
 00:13:16    3.168      
 00:13:17    3.168      
 00:13:18    3.167      
 00:13:19    3.167      
 00:13:20    3.167      
 00:13:21    3.167      
 00:13:22    3.167      
 00:13:23    3.167      
 00:13:24    3.167      
 00:13:25    3.167      
 00:13:26    3.167      
 00:13:27    3.167      
 00:13:28    3.167      
 00:13:29    3.167      
 00:13:30    3.167      
 00:13:31    3.167      
 00:13:32    3.167      
 00:13:33    3.167      
 00:13:34    3.166      
 00:13:35    3.166      
 00:13:36    3.166      
 00:13:37    3.166      
 00:13:38    3.166      
 00:13:39    3.166      
 00:13:40    3.166      
 00:13:41    3.166      
 00:13:42    3.166      
 00:13:43    3.166      
 00:13:44    3.166      
 00:13:45    3.166      
 00:13:46    3.166      
 00:13:47    3.166      
 00:13:48    3.166      
 00:13:49    3.166      
 00:13:50    3.166      
 00:13:51    3.165      
 00:13:52    3.165      
 00:13:53    3.165      
 00:13:54    3.165      
 00:13:55    3.165      
 00:13:56    3.165      
 00:13:57    3.165      
 00:13:58    3.165      
 00:13:59    3.165      
 00:14:00    3.165      
 00:14:01    3.165      
 00:14:02    3.165      
 00:14:03    3.165      
 00:14:04    3.165      
 00:14:05    3.165      
 00:14:06    3.165      
 00:14:07    3.165      
 00:14:08    3.165      
 00:14:09    3.165      
 00:14:10    3.165      
 00:14:11    3.164      
 00:14:12    3.164      
 00:14:13    3.164      
 00:14:14    3.164      
 00:14:15    3.164      
 00:14:16    3.164      
 00:14:17    3.164      
 00:14:18    3.164      
 00:14:19    3.164      
 00:14:20    3.164      
 00:14:21    3.164      
 00:14:22    3.164      
 00:14:23    3.164      
 00:14:24    3.164      
 00:14:25    3.164      
 00:14:26    3.164      
 00:14:27    3.164      
 00:14:28    3.164      
 00:14:29    3.164      
 00:14:30    3.164      
 00:14:31    3.164      
 00:14:32    3.164      
 00:14:33    3.164      
 00:14:34    3.164      
 00:14:35    3.163      
 00:14:36    3.163      
 00:14:37    3.163      
 00:14:38    3.163      
 00:14:39    3.163      
 00:14:40    3.163      
 00:14:41    3.163      
 00:14:42    3.163      
 00:14:43    3.163      
 00:14:44    3.163      
 00:14:45    3.163      
 00:14:46    3.163      
 00:14:47    3.163      
 00:14:48    3.163      
 00:14:49    3.163      
 00:14:50    3.163      
 00:14:51    3.163      
 00:14:52    3.163      
 00:14:53    3.163      
 00:14:54    3.163      
 00:14:55    3.162      
 00:14:56    3.162      
 00:14:57    3.162      
 00:14:58    3.162      
 00:14:59    3.162      
 00:15:00    3.162      
 00:15:01    3.162      
 00:15:02    3.162      
 00:15:03    3.162      
 00:15:04    3.162      
 00:15:05    3.162      
 00:15:06    3.162      
 00:15:07    3.162      
 00:15:08    3.162      
 00:15:09    3.162      
 00:15:10    3.162      
 00:15:11    3.162      
 00:15:12    3.162      
 00:15:13    3.162      
 00:15:14    3.162      
 00:15:15    3.162      
 00:15:16    3.161      
 00:15:17    3.161      
 00:15:18    3.161      
 00:15:19    3.162      
 00:15:20    3.162      
 00:15:21    3.162      
 00:15:22    3.161      
 00:15:23    3.161      
 00:15:24    3.161      
 00:15:25    3.161      
 00:15:26    3.161      
 00:15:27    3.161      
 00:15:28    3.161      
 00:15:29    3.161      
 00:15:30    3.161      
 00:15:31    3.161      
 00:15:32    3.161      
 00:15:33    3.161      
 00:15:34    3.161      
 00:15:35    3.161      
 00:15:36    3.161      
 00:15:37    3.161      
 00:15:38    3.161      
 00:15:39    3.161      
 00:15:40    3.161      
 00:15:41    3.161      
 00:15:42    3.161      
 00:15:43    3.161      
 00:15:44    3.160      
 00:15:45    3.160      
 00:15:46    3.160      
 00:15:47    3.160      
 00:15:48    3.160      
 00:15:49    3.160      
 00:15:50    3.160      
 00:15:51    3.160      
 00:15:52    3.160      
 00:15:53    3.160      
 00:15:54    3.160      
 00:15:55    3.160      
 00:15:56    3.160      
 00:15:57    3.160      
 00:15:58    3.160      
 00:15:59    3.160      
 00:16:00    3.160      
 00:16:01    3.160      
 00:16:02    3.160      
 00:16:03    3.160      
 00:16:04    3.160      
 00:16:05    3.160      
 00:16:06    3.160      
 00:16:07    3.159      
 00:16:08    3.159      
 00:16:09    3.159      
 00:16:10    3.159      
 00:16:11    3.159      
 00:16:12    3.159      
 00:16:13    3.159      
 00:16:14    3.159      
 00:16:15    3.159      
 00:16:16    3.159      
 00:16:17    3.159      
 00:16:18    3.159      
 00:16:19    3.159      
 00:16:20    3.159      
 00:16:21    3.159      
 00:16:22    3.159      
 00:16:23    3.159      
 00:16:24    3.159      
 00:16:25    3.159      
 00:16:26    3.159      
 00:16:27    3.159      
 00:16:28    3.159      
 00:16:29    3.159      
 00:16:30    3.159      
 00:16:31    3.159      
 00:16:32    3.159      
 00:16:33    3.159      
 00:16:34    3.159      
 00:16:35    3.159      
 00:16:36    3.159      
 00:16:37    3.159      
 00:16:38    3.159      
 00:16:39    3.158      
 00:16:40    3.158      
 00:16:41    3.158      
 00:16:42    3.158      
 00:16:43    3.158      
 00:16:44    3.158      
 00:16:45    3.158      
 00:16:46    3.158      
 00:16:47    3.158      
 00:16:48    3.158      
 00:16:49    3.158      
 00:16:50    3.158      
 00:16:51    3.158      
 00:16:52    3.158      
 00:16:53    3.158      
 00:16:54    3.158      
 00:16:55    3.158      
 00:16:56    3.158      
 00:16:57    3.158      
 00:16:58    3.158      
 00:16:59    3.158      
 00:17:00    3.158      
 00:17:01    3.158      
 00:17:02    3.158      
 00:17:03    3.158      
 00:17:04    3.158      
 00:17:05    3.158      
 00:17:06    3.158      
 00:17:07    3.158      
 00:17:08    3.158      
 00:17:09    3.158      
 00:17:10    3.158      
 00:17:11    3.158      
 00:17:12    3.158      
*00:17:12    3.158      

Dry W(g)     3.158      

